1 0 -20.6672353000
2 0 -20.6672092000
3 0 -11.4690466000
4 0 -1.5503024200
5 0 -1.4953985800
6 0 -0.7997677700
7 0 -0.7466764820
8 -1.2 -0.7262014760
9 1.2 -0.7262014760
10 -1.2 -0.5474296940
11 1.2 -0.5474296940
12 0 0.0569202722
13 -1.2 0.0953602440
14 1.2 0.0953602440
15 0 0.1014517850
16 -1.2 0.2212474080
17 1.2 0.2212474080
18 0 0.2444705320
19 -1.2 0.2806077120
20 1.2 0.2806077120
21 0 0.2843229560
22 0 0.3255390450
23 -1.2 0.3511409950
24 1.2 0.3511409950
25 0 0.3909019320
26 0 0.5343855710
27 -1.2 0.8642354730
28 1.2 0.8642354730
29 0 0.8835231800
30 0 1.2185436400
31 0 1.2298172400
32 0 1.3558200900
33 -1.2 1.3839817500
34 1.2 1.3839817500
35 -1.2 1.5052502800
36 1.2 1.5052502800
37 0 1.6038827000
38 -1.2 1.6273859200
39 1.2 1.6273859200
40 0 1.6883192300
41 -1.2 1.7008516700
42 1.2 1.7008516700
43 -1.2 2.0052505400
44 1.2 2.0052505400
45 -1.2 2.3497074100
46 1.2 2.3497074100
47 0 2.4046416600
48 -1.2 2.4850798800
49 1.2 2.4850798800
50 0 3.2440857300
51 -1.2 3.3716691800
52 1.2 3.3716691800
53 0 3.6665945900
54 0 3.7326359400
55 0 4.4410758400
56 0 5.0422354100
57 0 5.2477108900
