0.00017	0.01651	-0.00100	0.00191	-0.08917	0.11078	0.00015	0.00328	-0.00695	0.00549
-0.00243	-0.03523	0.00252	-0.00627	0.19853	-0.48923	-0.01230	0.03753	0.04720	0.04624
0.00045	0.04689	-0.00402	0.00514	-0.29989	0.50691	0.00282	0.01871	-0.09473	0.00308
0.03208	0.00413	0.16521	-0.00596	-0.00312	0.00405	0.46895	0.10716	0.01481	-0.00600
-0.02317	0.10551	-0.00455	0.00224	-0.22680	0.37847	0.00561	-0.02423	-0.00716	-0.01639
0.01079	-0.00387	0.00377	-0.00056	0.28525	-0.26800	0.04141	-0.30749	-0.02637	-0.17499
-0.00107	0.08115	-0.00945	0.00580	-0.09078	0.05425	0.00941	-0.04259	-0.06695	-0.10830
0.02102	0.00229	0.09385	0.00103	-0.00401	0.00105	0.65788	0.17561	0.02914	0.01343
-0.01803	-0.01779	0.00006	0.02262	-0.09750	0.06847	-0.03803	-0.02650	-0.06155	0.13499
0.00528	-0.01655	0.00112	-0.00122	0.01286	-0.00030	0.00253	-0.01388	0.01055	0.00065
0.00036	0.00192	-0.00012	0.00047	-0.00142	0.04110	-0.00130	0.00271	0.00083	0.00047
-0.00485	0.01333	-0.00050	-0.00072	-0.00198	0.03447	-0.00236	0.01059	-0.00764	0.01164
0.00730	-0.00056	-0.01459	0.00266	0.00142	0.00033	-0.00853	-0.00043	0.00037	0.00084
-0.00566	0.04493	-0.00190	0.00094	0.03511	-0.08928	0.00022	0.00026	0.00513	0.00524
0.00191	0.00180	0.04658	0.00288	0.00087	0.00046	-0.02210	-0.00337	-0.00043	0.00107
-0.00392	0.00336	-0.00042	0.00052	0.01510	-0.01011	0.00032	-0.01175	-0.01203	0.00377
0.00758	-0.01195	0.00220	0.00249	-0.03657	0.02630	-0.00655	0.02725	0.02494	-0.01283
-0.01231	0.55776	-0.02249	0.01315	0.08424	-0.10699	0.01079	-0.08591	0.07451	0.01450
0.03433	0.01862	0.46180	0.01128	0.00323	0.00353	-0.32905	-0.07653	-0.01342	-0.00131
0.03488	-0.10947	0.00488	0.00255	0.07182	-0.06078	0.00321	-0.02733	0.02781	-0.02120
0.02723	-0.01532	-0.00068	-0.01970	-0.03830	-0.00402	0.02027	0.12905	0.12222	-0.04115
-0.00701	0.40566	-0.01514	0.00737	0.10230	-0.09059	0.00605	-0.06326	0.09964	0.02402
0.02162	0.01493	0.35105	0.01232	0.00398	0.00369	-0.46216	-0.10926	-0.01747	-0.00306
0.01872	-0.06936	0.00353	0.00762	0.05811	-0.01659	0.00048	-0.07971	-0.03172	-0.00558
-0.00024	-0.00164	0.00057	0.00137	0.00090	0.00011	-0.00151	-0.00426	-0.00726	0.00411
