0.00546	-0.03226	-0.00098	-0.02676	0.01617	-0.01459	-0.05121	0.00284	0.00260	-0.09921
-0.01128	0.06001	0.00242	0.04622	-0.03220	0.00997	0.06012	0.04054	0.05023	0.14211
0.02844	-0.14925	-0.00472	-0.14794	0.07594	-0.02542	-0.05607	0.01225	-0.00360	-0.23095
0.03544	0.00204	0.16497	-0.00342	-0.00501	0.46088	-0.08135	0.11052	-0.00666	0.00025
0.03058	-0.23381	-0.00383	-0.10100	0.05429	-0.02526	-0.10925	-0.02449	-0.02115	-0.16104
-0.02348	0.14645	0.00564	0.18647	-0.08412	0.21607	0.65883	-0.30824	-0.13774	1.29262
0.01604	-0.10060	-0.00839	-0.00769	0.01749	-0.04019	-0.15499	-0.04568	-0.11522	-0.27254
0.02280	0.00093	0.09340	-0.00199	0.00206	0.64061	-0.13031	0.18019	0.01121	-0.04477
-0.01029	-0.03234	-0.00088	-0.06547	0.05201	-0.07057	-0.08819	-0.02934	0.12684	-0.21740
-0.00061	0.02651	0.00086	0.00252	-0.00357	-0.00108	-0.01916	-0.01316	0.00035	-0.01030
-0.00044	0.00218	-0.00003	0.00462	-0.00124	0.00093	0.00815	0.00273	0.00088	0.01526
-0.00086	-0.01841	-0.00028	0.00250	-0.00097	-0.00241	0.00395	0.01004	0.01122	-0.01070
0.00721	0.00222	-0.01463	0.00202	0.00204	-0.00862	0.00084	-0.00046	0.00086	0.00173
-0.00702	-0.01075	-0.00068	0.05529	-0.01898	-0.00040	-0.00499	0.00065	0.00518	0.00044
0.00204	0.00008	0.04657	0.00189	0.00232	-0.02186	0.00342	-0.00350	0.00108	0.00038
-0.00032	-0.01062	-0.00035	0.00269	-0.00098	0.00463	0.02122	-0.01255	0.00434	0.02210
-0.00131	0.02753	0.00193	-0.00814	0.00672	-0.01525	-0.04145	0.02897	-0.01377	-0.03589
0.01084	-0.29620	-0.00930	0.45128	-0.13140	0.01537	-0.02281	-0.08007	0.01774	0.12298
0.03796	-0.00061	0.46187	0.01079	0.00776	-0.32339	0.05761	-0.07894	-0.00079	0.00886
-0.02214	0.23114	0.00373	0.05598	-0.02726	0.01226	0.01933	-0.02529	-0.01848	0.09259
0.01199	0.05054	-0.00093	-0.00555	-0.01758	-0.02132	-0.21447	0.13631	-0.04736	-0.26818
0.00539	-0.19567	-0.00531	0.35482	-0.10976	0.01829	-0.00441	-0.05614	0.02862	0.17387
0.02401	-0.00093	0.35098	0.01070	0.00885	-0.45299	0.08262	-0.11245	-0.00211	0.01389
-0.01830	0.15043	0.00287	0.04520	-0.01531	0.02642	0.11110	-0.08134	-0.00039	0.19999
-0.00148	0.00442	0.00056	0.00203	0.00054	-0.00044	0.00739	-0.00473	0.00413	0.00208
-0.00110	0.00507	0.00000	0.00112	0.00072	0.00015	0.00833	-0.00024	-0.00341	0.01313
0.00189	-0.01473	0.00032	-0.00685	0.00368	-0.00417	-0.01165	0.00711	-0.00606	-0.00394
0.00048	0.00040	0.00018	-0.00043	-0.00045	-0.00339	0.00044	-0.00076	0.00037	0.00091
-0.00153	0.01915	0.00055	-0.01791	0.00428	0.00082	0.00452	0.00137	-0.00287	0.00451
-0.00314	-0.00018	-0.03416	-0.00060	-0.00032	-0.00565	0.00098	-0.00149	0.00043	-0.00069
-0.01587	0.03410	0.00038	0.02131	-0.01021	0.00980	0.08021	0.02069	0.00350	-0.00762
0.03909	-0.07949	-0.00160	-0.03607	0.01823	-0.00533	-0.08570	-0.03896	0.00550	-0.00362
-0.05416	0.04171	-0.00089	0.14768	-0.05527	-0.00458	-0.11756	-0.04221	-0.04538	0.18559
0.11267	0.02666	-0.40398	0.01247	0.02446	-0.19929	0.03708	-0.04327	0.00338	-0.00053
-0.08700	0.32780	0.00438	-0.12259	0.02679	-0.02009	-0.14010	-0.03069	-0.05126	0.02415
0.05806	-0.13799	0.00162	-0.17400	0.08019	-0.15154	-1.05161	-0.19225	-0.02891	0.14894
-0.03158	0.02752	-0.00067	0.12170	-0.04788	0.00051	-0.29784	-0.15400	-0.13709	0.43410
0.08296	0.02111	-0.33727	0.01024	0.01757	-0.27352	0.05169	-0.06578	0.00184	0.00779
-0.06260	0.24416	0.00466	-0.11046	0.02465	-0.04350	-0.35551	-0.05558	-0.03325	0.09514
-0.00048	0.00156	-0.00030	0.01124	-0.00447	0.00568	0.04115	0.01306	0.01344	0.00094
0.00295	-0.00701	-0.00002	0.00619	-0.00186	0.00756	0.04194	0.00226	0.00444	-0.00607
-0.00508	0.01683	-0.00009	-0.00301	0.00005	0.00262	0.01611	0.00118	0.00332	-0.01668
-0.00131	-0.00037	0.00102	0.00007	0.00060	-0.02347	0.00417	-0.00502	0.00111	-0.00090
-0.00524	0.00855	0.00016	0.01080	-0.00446	-0.00043	-0.00568	-0.00278	-0.00737	0.00982
0.00653	0.00129	-0.01749	0.00083	0.00148	0.00030	-0.00018	0.00122	0.00094	-0.00010
-0.04689	0.11201	0.00143	0.03373	-0.01905	0.00776	0.09392	0.03948	-0.00037	-0.02237
-0.02753	0.05493	0.00111	0.08122	-0.03732	0.12968	1.37683	0.44459	0.28455	-0.72588
-0.00182	0.00491	-0.00016	-0.01437	0.01452	0.01659	0.07431	-0.03627	-0.11061	0.05486
0.01302	-0.01700	0.00227	0.01397	-0.02900	-0.02360	-0.09036	0.02157	0.08120	-0.10547
-0.23972	0.11016	-0.00294	0.20344	-0.03696	-0.04679	-0.15764	0.03970	-0.05541	-0.21452
-0.19830	-0.01283	-0.03113	-0.03959	-0.17200	0.01907	0.00695	-0.07479	-0.03774	-0.00921
0.24663	0.13576	0.00780	0.18589	-0.06802	-0.00241	-0.07002	-0.11996	-0.15274	-0.17083
-0.05086	0.01066	-0.01029	0.12442	-0.03407	-0.18826	-0.91332	0.67211	2.07248	-0.38387
-0.10551	0.05796	0.00603	0.14323	-0.03960	-0.19730	-0.26865	0.31799	-0.19482	-0.72174
-0.12317	-0.00246	-0.01594	-0.00337	-0.09155	0.32246	-0.01454	-0.13410	-0.16551	0.07235
0.11232	0.07854	-0.01578	0.14472	-0.04325	-0.01062	-0.12752	-0.46476	-0.67382	-0.26557
0.01600	0.01436	0.00024	0.01153	-0.01845	-0.00003	0.01323	0.00280	-0.00531	0.01560
0.00003	-0.00643	0.00210	-0.00077	0.02607	0.00775	-0.00302	-0.00768	-0.00812	-0.00949
-0.01938	-0.00576	-0.00183	-0.00641	-0.00872	-0.00324	-0.00011	-0.00942	-0.00587	-0.00043
-0.00793	-0.00066	0.00157	-0.00382	-0.01321	0.01963	-0.00392	0.00276	-0.00151	-0.00274
-0.00915	0.01599	0.00104	0.01753	0.00122	0.00297	0.00552	-0.00951	0.01069	0.02478
0.02513	0.00334	0.00399	0.00931	0.02269	0.01934	-0.00159	0.00674	0.00063	-0.00168
-0.22059	-0.07497	-0.01796	-0.09707	-0.07531	-0.05826	-0.00833	-0.01670	-0.02797	-0.00340
-0.15948	-0.06992	-0.03421	-0.10041	-0.08400	-0.19326	0.34587	-0.61673	-1.37888	-0.01811
