.0000000289 .0002725801 .0000010000 .0000036481 .0079512889 .0122722084 .0000000225 .0000107584 .0000483025 .0000301401
.0000059049 .0012411529 .0000063504 .0000393129 .0394141609 .2393459929 .0001512900 .0014085009 .0022278400 .0021381376
.0000002025 .0021986721 .0000161604 .0000264196 .0899340121 .2569577481 .0000079524 .0003500641 .0089737729 .0000094864
.0010291264 .0000170569 .0272943441 .0000355216 .0000097344 .0000164025 .2199141025 .0114832656 .0002193361 .0000360000
.0005368489 .0111323601 .0000207025 .0000050176 .0514382400 .1432395409 .0000314721 .0005870929 .0000512656 .0002686321
.0001164241 .0000149769 .0000142129 .0000003136 .0813675625 .0718240000 .0017147881 .0945501001 .0006953769 .0306215001
.0000011449 .0065853225 .0000893025 .0000336400 .0082410084 .0029430625 .0000885481 .0018139081 .0044823025 .0117288900
.0004418404 .0000052441 .0088078225 .0000010609 .0000160801 .0000011025 .4328060944 .0308388721 .0008491396 .0001803649
.0003250809 .0003164841 .0000000036 .0005116644 .0095062500 .0046881409 .0014462809 .0007022500 .0037884025 .0182223001
.0000278784 .0002739025 .0000012544 .0000014884 .0001653796 .0000000900 .0000064009 .0001926544 .0001113025 .0000004225
.0000001296 .0000036864 .0000000144 .0000002209 .0000020164 .0016892100 .0000016900 .0000073441 .0000006889 .0000002209
.0000235225 .0001776889 .0000002500 .0000005184 .0000039204 .0011881809 .0000055696 .0001121481 .0000583696 .0001354896
.0000532900 .0000003136 .0002128681 .0000070756 .0000020164 .0000001089 .0000727609 .0000001849 .0000001369 .0000007056
.0000320356 .0020187049 .0000036100 .0000008836 .0012327121 .0079709184 .0000000484 .0000000676 .0000263169 .0000274576
.0000036481 .0000032400 .0021696964 .0000082944 .0000007569 .0000002116 .0004884100 .0000113569 .0000001849 .0000011449
.0000153664 .0000112896 .0000001764 .0000002704 .0002280100 .0001022121 .0000001024 .0001380625 .0001447209 .0000142129
.0000574564 .0001428025 .0000048400 .0000062001 .0013373649 .0006916900 .0000429025 .0007425625 .0006220036 .0001646089
.0001515361 .3110962176 .0005058001 .0001729225 .0070963776 .0114468601 .0001164241 .0073805281 .0055517401 .0002102500
.0011785489 .0003467044 .2132592400 .0001272384 .0000104329 .0000124609 .1082739025 .0058568409 .0001800964 .0000017161
.0012166144 .0119836809 .0000238144 .0000065025 .0051581124 .0036942084 .0000103041 .0007469289 .0007733961 .0004494400
.0007414729 .0002347024 .0000004624 .0003880900 .0014668900 .0000161604 .0004108729 .0166539025 .0149377284 .0016933225
.0000491401 .1645600356 .0002292196 .0000543169 .0104652900 .0082065481 .0000366025 .0040018276 .0099281296 .0005769604
.0004674244 .0002229049 .1232361025 .0001517824 .0000158404 .0000136161 .2135918656 .0119377476 .0003052009 .0000093636
.0003504384 .0048108096 .0000124609 .0000580644 .0033767721 .0002752281 .0000002304 .0063536841 .0010061584 .0000311364
.0000000576 .0000026896 .0000003249 .0000018769 .0000008100 .0000000121 .0000022801 .0000181476 .0000527076 .0000168921
.0000000049 .0000095481 .0000000016 .0000017956 .0000060025 .0000000729 .0000024964 .0000000025 .0000080089 .0000142129
.0000037636 .0000238144 .0000000961 .0000002401 .0000471969 .0000103041 .0000044100 .0000413449 .0001036324 .0000361201
.0000002704 .0000002025 .0000000225 .0000003025 .0000000009 0 .0000112896 .0000005329 .0000000289 .0000001369
.0000003136 .0008271376 .0000013689 .0000006561 .0000109561 .0000051076 .0000000784 .0000021316 .0000009801 .0000091809
.0000081225 .0000013689 .0011723776 .0000002916 .0000000784 .0000000961 .0000328329 .0000020736 .0000000169 .0000001849
.0000436921 .0000913936 .0000001024 .0000002209 .0006885376 .0004020025 .0000067600 .0006885376 .0054110736 .0000130321
.0003290596 .0009909904 .0000029584 .0000004761 .0026306641 .0021058921 .0000815409 .0019501056 .0045535504 .0000315844
.0013883076 .0041422096 .0000114244 .0000035721 .0058706244 .0081270225 .0000105625 .0032148900 .0367565584 .0025542916
.0123899161 .0002347024 .1623445264 .0007392961 .0000014641 .0000007396 .0412617969 .0017363889 .0000870489 .0000098596
.0002719201 .0896403600 .0001030225 .0000210681 .0001432809 .0003013696 .0000006724 .0016630084 .0183710916 .0026936100
.0002547216 .0004639716 .0000131769 .0000528529 .0315808441 .0111894084 .0000251001 .0722050641 1.0432171044 .0009616201
.0003972049 .0032069569 .0000076176 .0000001089 .0069472225 .0043099225 .0006255001 .0353665636 .2002562500 .0224041024
.0067980025 .0001610361 .1133534224 .0004016016 .0000072361 .0000010000 .0780196624 .0040589641 .0001488400 .0000015625
.0001522756 .0571975056 .0000883600 .0000269361 .0001110916 .0000870489 .0000293764 .0069538921 .1419631684 .0012609601
.0000000576 .0000319225 .0000002401 .0000000004 .0001392400 .0001020100 .0000013924 .0002439844 .0011316496 .0001792921
.0000024964 .0000767376 .0000000441 .0000000324 .0000097969 .0000000576 .0000021316 .0000290521 .0017977600 .0000204304
.0000011881 .0001580049 .0000000169 .0000001849 .0000001681 .0000012100 .0000012100 .0000085264 .0005447556 .0000140625
.0000016384 .0000000169 .0000011236 .0000003364 .0000000289 .0000000064 .0005716881 .0000234256 .0000009216 .0000012321
.0000082369 .0000004624 .0000000016 .0000000009 .0000498436 .0000125316 .0000000289 .0000123201 .0000994009 .0000589824
.0000407044 .0000002916 .0003034564 .0000027889 .0000000144 .0000000064 .0000001369 .0000015129 0 .0000009216
.0003783025 .0030658369 .0000036864 .0000014884 .0013512976 .0011881809 .0000461041 .0021261321 .0073667889 .0000000196
.0001129969 .0002271049 .0000000025 .0000133956 .0050851161 .0008737936 .0026604964 .3134432196 2.3115553444 .0924889744
.0000008464 .0000853776 .0000000025 .0000597529 .0032832900 .0079263409 .0000007569 .0011042329 .0016144324 .0125865961
.0000833569 .0002852721 .0000039601 .0004507129 .0122323600 .1040965696 .0000006724 .0003814209 .0003904576 .0068757264
.0423207184 .0000176400 .0000224676 .0022165264 .0804459769 .2545707025 .0000171396 .0014531344 .0001340964 .0023882769
.0375623161 .0000251001 .0009897316 .0299878489 .0011909401 .0027730756 .0003556996 .0052591504 .0010530025 .0014040009
.0750869604 .0010810944 .0000351649 .0000693889 .0518882841 .1507147684 .0005013121 .0132503121 .0037295449 .0216825625
.0017280649 .0033051001 .0001456849 .0001951609 .0341473441 .0665124100 .0003728761 .3841148529 .5031916096 4.3425558544
.0073599241 .0009998244 .0000195364 .0003236401 .0243765769 .0345142084 .0118309129 .1048205376 .0085100625 .0303456400
.0142945936 .0000119025 .0002805625 .0074132100 .0008514724 .0003055504 .1016972100 .0177608929 .0028515600 .0283282561
.0174240000 .0014776336 .0003020644 .0002042041 .0222069604 .0225090009 .0014447601 .2068521361 .0273009529 .4434361281
.0003690241 .0000005625 .0000000121 .0001562500 .0003530641 .0005968249 .0000084100 .0000097969 .0000166464 .0000302500
.0000026896 .0000000289 .0000047089 .0005602689 .0001345600 .0014868736 .0000760384 .0000529984 .0000238144 .0000579121
.0004190209 .0000015129 .0000032041 .0001069156 .0000024025 .0000261121 .0000119025 .0000877969 .0000030976 .0000327184
.0000638401 .0000002916 .0000024336 .0001841449 .0000076176 .0000942841 .0003952144 .0000068121 .0000002209 .0000020164
.0000288369 .0000145161 .0000009409 .0000710649 .0005755201 .0032867289 .0000004900 .0000966289 .0000335241 .0001004004
.0006325225 .0000022201 .0000154449 .0005958481 .0000000784 .0000032400 .0003617604 .0000434281 .0000002809 .0000004096
.0545969956 .0001261129 .0003034564 .0113465104 .0012852225 .0005489649 .0031460881 .0002941225 .0001718721 .0007458361
.0303874624 .0001040400 .0011289600 .0136445761 .0031248100 .0011417641 .0563065441 .3439587904 .1471412881 1.8959637636
.0047610000 .0000055225 .0004334724 .0208484721 .0019695844 .0008352100 .0058247424 .0004372281 .0000652864 .0001449616
.0028955161 .0000009801 .0006692569 .0312511684 .0048622729 .0017808400 .2221048384 .2895300864 .2036807161 1.6985387584
.0000344569 .0000167281 .0000027225 .0025715041 .0001444804 .0001380625 .0007236100 .0096746896 .0003640464 .0046389721
.0002408704 .0000553536 .0000767376 .0146652100 .0005363856 .0006325225 .0009865881 .0080335369 .0005202961 .0025472209
